LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
110605,SO49724,Special Occasion Permit,Expired,CUMBERLAND VALLEY RAILS TO TRAILS COUNCIL INC,CUMBERLAND VALLEY RAILS TO TRAILS COUNCIL INC,"51 W FORT ST, SHIPPENSBURG PA 17257","51 W FORT ST PO BOX 531, SHIPPENSBURG PA 17257",,,Cumberland County,Shippensburg Twp,"Mar 15,2022","May 6,2022"
114474,SO52151,Special Occasion Permit,Expired,PHILADELPHIA CURLING CLUB,PHILADELPHIA CURLING CLUB,"65 PLANK AVE, PAOLI PA 19301-1724","65 PLANK AVE, PAOLI PA 19301-1724",,,Chester County,Willistown Twp,"Oct 21,2022","Nov 20,2022"
109475,SO49041,Special Occasion Permit,Expired,DAUNTLESS HOOK & LADDER FIRE COMPANY,DAUNTLESS HOOK & LADDER FIRE COMPANY,"713 BRIDGE ST STE 13, SELINSGROVE PA 17870-1250","713 BRIDGE ST STE 13, SELINSGROVE PA 17870-1250",,,Snyder County,Selinsgrove,"Dec 8,2021","Jan 15,2022"
109325,SO48961,Special Occasion Permit,Expired,THE AMERICAN LEGION ASSN. OF GIRARDVILLE PENNSYLVANIA,THE AMERICAN LEGION ASSN. OF GIRARDVILLE PENNSYLVANIA,"122 W MAIN ST, GIRARDVILLE PA 17935-1719","122 W MAIN ST, GIRARDVILLE PA 17935-1719",,,Schuylkill County,Girardville,"Nov 18,2021","Nov 24,2021"
110344,SO49611,Special Occasion Permit,Expired,UPRISE EVENTS LIVE INC,UPRISE EVENTS LIVE INC,"256 WALNUT ST, SHIPPENSBURG PA 17257","PO BOX 82, SHIPPENSBURG PA 17257-0082",,,Cumberland County,Shippensburg Borough,"Mar 7,2022","Apr 23,2022"
110268,SO49488,Special Occasion Permit,Expired,MCELDOWNEY ACADEMIC SCHOLARSHIP FUND,MCELDOWNEY ACADEMIC SCHOLARSHIP FUND,"227 E 26TH AVE, ALTOONA PA 16601-3953","227 E 26TH AVE, ALTOONA PA 16601-3953",,,Blair County,Allegheny Twp,"Feb 23,2022","Mar 19,2022"
110284,SO49478,Special Occasion Permit,Expired,BOLIVAR VOLUNTEER FIRE CO,BOLIVAR VOLUNTEER FIRE CO,"516 MARKET ST, BOLIVAR PA 15501-","PO BOX 3, BOLIVAR PA 15501-0003",,,Westmoreland County,Bolivar Borough,"Feb 22,2022","Mar 5,2022"
126017,SO57645,Special Occasion Permit,Expired,ERIE COUNTY COMMUNITY CENTER FOR THE DEAF,ERIE COUNTY COMMUNITY CENTER FOR THE DEAF,"3044 W 26TH ST, ERIE PA 16506-3036","3044 W 26TH ST, ERIE PA 16506-3036",,,Erie County,Millcreek Twp,"May 17,2024","Jun 22,2024"
126093,SO57706,Special Occasion Permit,Expired,BRYN ATHYN CHURCH,BRYN ATHYN CHURCH,"600 TOMLINSON RD, BRYN ATHYN PA 19009","600 TOMLINSON RD, BRYN ATHYN PA 19009",,,Montgomery County,Bryn Athyn,"May 22,2024","Jun 29,2024"
126169,SO57866,Special Occasion Permit,Expired,HONESDALE ROOTS AND RHYTHM MUSIC AND ARTS INC,HONESDALE ROOTS AND RHYTHM MUSIC AND ARTS INC,"32 COMMERCIAL ST STE 300, HONESDALE PA 18431",,,,Wayne County,Honesdale,"Jun 6,2024","Jun 15,2024"
126197,SO57763,Special Occasion Permit,Expired,QUEENSHIP OF MARY CHURCH,QUEENSHIP OF MARY CHURCH,"1324 NEWPORT AVE, NORTHAMPTON PA 18067-1442","1324 NEWPORT AVE, NORTHAMPTON PA 18067-1442",,,Northampton County,Northampton,"May 29,2024","Jun 9,2024"
115568,SO52675,Special Occasion Permit,Expired,DUCKS UNLIMITED,DUCKS UNLIMITED,"21 W BRANDT BLVD, SALUNGA PA 17538-1105","21 W BRANDT BLVD, SALUNGA PA 17538-1105",,,Lancaster County,Mount Joy,"Jan 24,2023","Feb 11,2023"
109326,SO48963,Special Occasion Permit,Expired,COALDALE VOLUNTEER FIRE CO. NO. 1,COALDALE VOLUNTEER FIRE CO. NO. 1,"121 W HIGH ST, COALDALE PA 18218-1421","121 W HIGH ST P O BOX 85, COALDALE PA 18218-1421",,,Schuylkill County,Coaldale,"Nov 18,2021","Nov 27,2021"
126038,SO57669,Special Occasion Permit,Expired,THE RAINBOW HOSE COMPANY NO 1 OF SCHUYLKILL HAVEN,RAINBOW HOSE COMPANY NO. 1,"417 DOCK ST, SCHUYLKILL HAVEN PA 17972-1103","PO BOX 301, SCHUYLKILL HAVEN PA 17972-0301",,,Schuylkill County,Schuylkill Haven,"May 20,2024","Jun 9,2024"
110634,SO49734,Special Occasion Permit,Expired,AQUATORIUM INNOVATIONS INC,AQUATORIUM INNOVATIONS INC,"140 W MAIN ST, MONONGAHELA PA 15063-2339","140 W MAIN ST, MONONGAHELA PA 15063-2339",,,Washington County,MONONGAHELA,"Mar 16,2022","Aug 27,2022"
115454,SO52653,Special Occasion Permit,Expired,PEQUEA VALLEY SPORTSMAN ASSN LADIES AUXILIARY,PEQUEA VALLEY SPORTSMAN ASSN LADIES AUXILIARY,"195 RAWLINSVILLE RD, WILLOW STREET PA 17584-","PO BOX 405, WILLOW STREET PA 17584-0405",,,Lancaster County,Pequea Twp,"Jan 23,2023","Feb 4,2023"
110546,SO49670,Special Occasion Permit,Expired,POPE JOHN PAUL II HIGH SCHOOL CHAPEL,POPE JOHN PAUL II HIGH SCHOOL CHAPEL,"181 RITTENHOUSE RD, ROYERSFORD PA 19468-2801","181 RITTENHOUSE RD, ROYERSFORD PA 19468-2801",,,Montgomery County,Upper Providence Twp,"Mar 10,2022","Apr 2,2022"
110835,SO49857,Special Occasion Permit,Expired,KISKI TWP FIRE DEPT.,KISKI TWP FIRE DEPT.,"1037 STATE ROUTE 56 E, APOLLO PA 15613-9724","1037 STATE ROUTE 56 E, APOLLO PA 15613-9724",,,Armstrong County,Kiskiminetas Twp,"Mar 30,2022","Apr 24,2022"
110856,SO49844,Special Occasion Permit,Expired,UNION FIRE & HOSE CO #1 OF DOVER,UNION FIRE & HOSE CO #1 OF DOVER,"30 E CANAL RD, DOVER PA 17315-1513","30 E CANAL RD, DOVER PA 17315-1513",,,York County,Dover Borough,"Mar 29,2022","Nov 12,2022"
129040,SO59662,Special Occasion Permit,Expired,CAIRN CLUB INC,CAIRN CLUB INC,"1005 CATHEDRAL RD, BRYN ATHYN PA 19009","1005 CATHEDRAL RD, BRYN ATHYN PA 19009",,,Montgomery County,Bryn Athyn,"Nov 20,2024","Dec 15,2024"
110749,SO49794,Special Occasion Permit,Expired,ATHENS TWP. VOL. FIRE COMPANY,ATHENS TWP. VOL. FIRE COMPANY,"211 HERRICK AVE, SAYRE PA 18840-9802","211 HERRICK AVE, SAYRE PA 18840-9802",,,Bradford County,Athens Twp,"Mar 23,2022","Nov 12,2022"
125988,SO57666,Special Occasion Permit,Expired,ASHLAND COMMUNITY ENTERPRISES,ASHLAND COMMUNITY ENTERPRISES,"1900 OAK ST, ASHLAND PA 17921-1600","1900 OAK ST, ASHLAND PA 17921-1600",,,Schuylkill County,Ashland,"May 20,2024","Jun 22,2024"
118261,SO54424,Special Occasion Permit,Expired,ST. BERNARD CATHOLIC CHURCH,ST. BERNARD CATHOLIC CHURCH,"98 E CORYDON ST, BRADFORD PA 16701-2052","98 E CORYDON ST, BRADFORD PA 16701-2052",,,Mckean County,Bradford,"Jun 30,2023","Aug 12,2023"
118126,SO54346,Special Occasion Permit,Expired,CLUB NO. 813 INC.,"CLUB NO. 813, INC.","1171 CLARENCE RD, CLARENCE PA 16829-9801","1171 CLARENCE RD PO BOX 342, CLARENCE PA 16829-0342",,,Centre County,Snow Shoe Twp,"Jun 23,2023","Aug 19,2023"
126034,SO57654,Special Occasion Permit,Expired,HOLY INFANCY CHURCH,HOLY INFANCY CHURCH,"312 E 4TH ST, BETHLEHEM PA 18015-1706","312 E 4TH ST, BETHLEHEM PA 18015-1706",,,Northampton County,Bethlehem,"May 17,2024","Jun 15,2024"
118299,SO54447,Special Occasion Permit,Expired,SPRING BROOK VOL FIRE COMPANY INC,SPRING BROOK VOL FIRE COMPANY INC,"20 STATE ROUTE 690, SPRING BROOK PA 18444-","20 STATE ROUTE 690, SPRING BROOK PA 18444-",,,Lackawanna County,Spring Brook Twp,"Jul 5,2023","Aug 12,2023"
118219,SO54397,Special Occasion Permit,Expired,ST. BENEDICT CHURCH,ST. BENEDICT CHURCH,"100 MAIN ST, CARROLLTOWN PA 15722-7403","100 MAIN ST PO BOX 447, CARROLLTOWN PA 15722",,,Cambria County,Carrolltown Boro,"Jun 28,2023","Jul 30,2023"
110759,SO49799,Special Occasion Permit,Expired,WHISKEY ACRES SANCTUARY,WHISKEY ACRES SANCTUARY,"1760 HANCOCK RD, HOMER CITY PA 15748-7815","1760 HANCOCK RD, HOMER CITY PA 15748-7815",,,Indiana County,Young Twp,"Mar 23,2022","Mar 26,2022"
110898,SO49879,Special Occasion Permit,Expired,CHURCH OF ANNUNCIATION GREEK ORTHODOX COMMUNITY OF PHILA.,CHURCH OF ANNUNCIATION GREEK ORTHODOX COMMUNITY OF PHILA.,"7921 OLD YORK RD, ELKINS PARK PA 19027-2399","7921 OLD YORK RD, ELKINS PARK PA 19027-2399",,,Montgomery County,Cheltenham Twp,"Apr 4,2022","Oct 1,2022"
110922,SO49891,Special Occasion Permit,Expired,PATTON VOLUNTEER FIRE CO. NO. 1,,,,,,Cambria County,Patton,"Apr 6,2022","May 7,2022"
118262,SO54432,Special Occasion Permit,Expired,BISHOP MCDEVITT HIGH SCHOOL,BISHOP MCDEVITT HIGH SCHOOL,"1 CRUSADER WAY, HARRISBURG PA 17111","1 CRUSADER WAY, HARRISBURG PA 17111",,,Dauphin County,Lower Paxton Twp,"Jun 30,2023","Aug 16,2023"
126046,SO57671,Special Occasion Permit,Expired,HARRISBURG RIVER RESCUE AND EMERGENCY SERVICES INC,HARRISBURG RIVER RESCUE AND EMERGENCY SERVICES INC,"725 S 22ND ST, HARRISBURG PA 17104-2710","725 S 22ND ST, HARRISBURG PA 17104-2710",,,Dauphin County,Harrisburg,"May 20,2024","Jul 27,2024"
115578,SO52679,Special Occasion Permit,Expired,ALTOONA CURVE CHARITIES,ALTOONA CURVE CHARITIES,"1000 PARK AVE, ALTOONA PA 16602-5966","1000 PARK AVE, ALTOONA PA 16602-5966",,,Blair County,Altoona,"Jan 24,2023","Feb 4,2023"
115455,SO52654,Special Occasion Permit,Expired,PUNXSUTAWNEY AREA CHAMBER OF COMMERCE INC,PUNXSUTAWNEY AREA CHAMBER OF COMMERCE INC,"102 W MAHONING  ST, PUNXSUTAWNEY PA 15767","102 W MAHONING  ST, PUNXSUTAWNEY PA 15767",,,Jefferson County,Punxsutawney,"Jan 23,2023","Feb 2,2023"
115421,SO52583,Special Occasion Permit,Expired,COLFAX SPANISH ACADEMY PARENT TEACHER ORGANIZATION,COLFAX SPANISH ACADEMY PARENT TEACHER ORGANIZATION,"2332 BEECHWOOD BLVD, PITTSBURGH PA 15217-1818","2332 BEECHWOOD BLVD, PITTSBURGH PA 15217-1818",,,Allegheny County,Pittsburgh,"Jan 13,2023","Mar 18,2023"
126097,SO57708,Special Occasion Permit,Expired,FRIENDS OF SAXONBURG MUSEUM,FRIENDS OF SAXONBURG MUSEUM,"147 N REBECCA ST, SAXONBURG PA 16056-","PO Box 17, SAXONBURG PA 16056-0017",,,Butler County,Winfield Twp,"May 22,2024","Jun 9,2024"
118307,SO54450,Special Occasion Permit,Expired,GREATER EASTON DEVELOPMENT PARTNERSHIP,GREATER EASTON DEVELOPMENT PARTNERSHIP,"325 NORTHAMPTON ST, EASTON PA 18042-3541","325 NORTHAMPTON ST, EASTON PA 18042-3541",,,Northampton County,Easton,"Jul 5,2023","Jul 9,2023"
126013,SO57638,Special Occasion Permit,Expired,SAINT BRUNO CHURCH,SAINT BRUNO CHURCH,"1715 POPLAR ST, SOUTH GREENSBURG PA 15601-5555","1715 POPLAR ST, SOUTH GREENSBURG PA 15601-5555",,,Westmoreland County,SOUTH GREENSBURG,"May 17,2024","Jun 22,2024"
126194,SO57755,Special Occasion Permit,Expired,"SINNEMAHONING SPORTSMEN'S ASSOCIATION, INC.","SINNEMAHONING SPORTSMEN'S ASSOCIATION, INC.","15 CLUB RD, SINNAMAHONING PA 15861-","PO Box 102, SINNAMAHONING PA 15861-0102",,,Cameron County,Gibson Twp,"May 29,2024","Jun 1,2024"
125963,SO57618,Special Occasion Permit,Expired,EINTRACHT SINGING SOCIETY,EINTRACHT SINGING SOCIETY,"108 TAYLOR ST, NEW CASTLE PA 16101-4504","108 TAYLOR ST, NEW CASTLE PA 16101-4504",,,Lawrence County,Neshannock Twp,"May 15,2024","Jun 21,2024"
126221,SO57779,Special Occasion Permit,Expired,"UNITED CFU LODGES OF FAYETTE, GREENE, WASHINGTON AND WESTMORELAND COUNTIES","UNITED CFU LODGES OF FAYETTE, GREENE, WASHINGTON AND WESTMORELAND COUNTIES","100 DELANEY DR, PITTSBURGH PA 15235-5416","100 DELANEY DR, PITTSBURGH PA 15235-5416",,,Allegheny County,Clairton,"May 30,2024","Jul 28,2024"
120731,SO56052,Special Occasion Permit,Expired,AULTMAN VOLUNTEER FIRE ASSN.,AULTMAN VOLUNTEER FIRE ASSN.,"58 S 7TH ST, AULTMAN PA 15713-9610","58 S 7TH ST, AULTMAN PA 15713-9610",,,Indiana County,Center Twp,"Dec 8,2023","Jan 20,2024"
115439,SO52598,Special Occasion Permit,Expired,SAMUEL W SMITH MEMORIAL PUBLIC LIBRARY,SAMUEL W SMITH MEMORIAL PUBLIC LIBRARY,"201 E MAPLE ST, PORT ALLEGANY PA 16743-1321","201 E MAPLE ST, PORT ALLEGANY PA 16743-1321",,,Mckean County,Port Allegany,"Jan 18,2023","Feb 24,2023"
118359,SO54498,Special Occasion Permit,Expired,FARMINGTON TOWNSHIP VOLUNTEER FIRE CO.,FARMINGTON TOWNSHIP VOLUNTEER FIRE CO.,"6785 RTE 36 N66, LEEPER PA 16233","6785 RTE 36 N66 PO BOX 122, LEEPER PA 16233-0122",,,Clarion County,Farmington Twp,"Jul 10,2023","Sep 16,2023"
118344,SO54491,Special Occasion Permit,Expired,THE MEXICAN FOLKLORIC DANCE SOCIETY OF NEW YORK,THE MEXICAN FOLKLORIC DANCE SOCIETY OF NEW YORK,"111 CATSKILL AVE, YONKERS NY 10704-1972","111 CATSKILL AVE, YONKERS NY 10704-1972",,,Philadelphia County,Philadelphia City,"Jul 7,2023","Jul 16,2023"
110780,SO49840,Special Occasion Permit,Expired,SPRING BROOK VOL FIRE COMPANY INC,SPRING BROOK VOL FIRE COMPANY INC,"20 STATE ROUTE 690, SPRING BROOK PA 18444-","20 STATE ROUTE 690, SPRING BROOK PA 18444-",,,Lackawanna County,Spring Brook Twp,"Mar 29,2022","Apr 23,2022"
126049,SO57674,Special Occasion Permit,Expired,ANTIETAM HISTORICAL ASSOCIATION,ANTIETAM HISTORICAL ASSOCIATION,"119 W MAIN ST, WAYNESBORO PA 17268-1534","119 W MAIN ST, WAYNESBORO PA 17268-1534",,,Franklin County,Waynesboro,"May 21,2024","Jun 20,2024"
126185,SO57835,Special Occasion Permit,Expired,SLAVONIC AMERICAN CLUB,SLAVONIC AMERICAN CLUB,"1100 6TH AVE, BERWICK PA 18603","PO BOX 402, BERWICK PA 18603-0402",,,Columbia County,Briar Creek Twp,"Jun 4,2024","Jun 29,2024"
115622,SO52776,Special Occasion Permit,Expired,OUR LADY OF HOPE PARISH,OUR LADY OF HOPE PARISH,"7003 BAPTIST RD, BETHEL PARK PA 15102","7003 BAPTIST RD, BETHEL PARK PA 15102",,,Allegheny County,Bethel Park,"Feb 2,2023","Mar 31,2023"
115563,SO52677,Special Occasion Permit,Expired,KEYSTONE STATE CARVING,KEYSTONE STATE CARVING,"1054 LINCOLN WAY E, CHAMBERSBURG PA 17201-2820","1054 LINCOLN WAY E, CHAMBERSBURG PA 17201-2820",,,Franklin County,Hamilton Twp,"Jan 24,2023","Apr 15,2023"
82071,SO30994,Special Occasion Permit,Expired,TREMONT FIRE COMPANY NO.1 OF TREMONT,,,,,,Schuylkill County,Tremont,"Aug 16,2016","Sep 17,2016"
82041,SO31139,Special Occasion Permit,Expired,"5644 HOME ASSOCIATION, INC.",,,,,,Centre County,Snow Shoe Twp,"Aug 24,2016","Sep 10,2016"
82045,SO30987,Special Occasion Permit,Expired,ROBINSON TWP GIRLS SOFTBALL LEAGUE (INACTIVE),,,,,,Allegheny County,Robinson Twp,"Aug 16,2016","Sep 17,2016"
82052,SO30945,Special Occasion Permit,Expired,YORK COUNTY HISTORY CENTER,,,,,,York County,York City,"Aug 12,2016","Oct 16,2016"
82241,SO31073,Special Occasion Permit,Expired,CENTRAL VOLUNTEER FIRE COMPANY,CENTRAL VOLUNTEER FIRE COMPANY,"425 SCENERY DR, ELIZABETH PA 15037","425 SCENERY DR, ELIZABETH PA 15037",,,Allegheny County,Elizabeth Twp,"Aug 19,2016","Oct 2,2016"
120702,SO56070,Special Occasion Permit,Expired,PENN THEATER PERFORMANCE COMPANY,PENN THEATER PERFORMANCE COMPANY,"149 N MAIN ST, BUTLER PA 16001-4926","149 N MAIN ST, BUTLER PA 16001-4926",,,Butler County,Butler,"Dec 12,2023","Dec 23,2023"
82173,SO31300,Special Occasion Permit,Expired,WINDBER FIRE CO #1,,,,,,Somerset County,Windber Borough,"Aug 31,2016","Sep 5,2016"
82201,SO31104,Special Occasion Permit,Expired,SCHUYLKILL HOSE CO. NO. 2,SCHUYLKILL HOSE CO. NO. 2,"51 ST PETER ST, SCHUYLKILL HAVEN PA 17972","PO BOX 132, SCHUYLKILL HAVEN PA 17972-0132",,,Schuylkill County,Schuylkill Haven,"Aug 23,2016","Sep 10,2016"
120644,SO56042,Special Occasion Permit,Expired,JOHNSONBURG COMMUNITY TRUST,JOHNSONBURG COMMUNITY TRUST,"569 MARKET ST, JOHNSONBURG PA 15845-1239","100 MAIN ST, JOHNSONBURG PA 15845-1624",,,Elk County,Johnsonburg,"Dec 8,2023","Jan 1,2024"
82092,SO31423,Special Occasion Permit,Expired,[To delete - 1]: HEADWATERS CHARITABLE TRUST,,,,,,Clearfield County,Gulich Twp,"Sep 7,2016","Sep 23,2016"
120751,SO56058,Special Occasion Permit,Expired,CENTRAL EXECUTIVE COMMITTEE OF ODWU INC,CENTRAL EXECUTIVE COMMITTEE OF ODWU INC,"1230 BEAVER RUN DR, LEHIGHTON PA 18235-9532","1230 BEAVER RUN DR, LEHIGHTON PA 18235-9532",,,Carbon County,Mahoning Twp,"Dec 11,2023","Dec 17,2023"
82338,SO31097,Special Occasion Permit,Expired,SEWARD VOL. FIRE CO. AUXILIARY,,,,,,Westmoreland County,Seward Borough,"Aug 23,2016","Sep 17,2016"
128745,SO59487,Special Occasion Permit,Expired,LOYAL ORDER OF MOOSE EXPORT LODGE NO 234,LOYAL ORDER OF MOOSE EXPORT LODGE NO 234,"5903 WASHINGTON AVE, EXPORT PA 15632-1348","5903 WASHINGTON AVE, EXPORT PA 15632-1348",,,Westmoreland County,EXPORT,"Oct 23,2024","Nov 8,2024"
82350,SO31148,Special Occasion Permit,Expired,COMMUNITY FOUNDATION OF GREATER JOHNSTOWN,,,,,,Bedford County,Everett,"Aug 24,2016","Sep 17,2016"
90217,SO36093,Special Occasion Permit,Expired,[To delete - 1]: LOGANS FERRY HEIGHTS VFD,LOGANS FERRY HEIGHTS VOLUNTEER FIRE DEPARTMENT,"1001 SUMMIT ST, NEW KENSINGTON PA 15068-5815","1001 SUMMIT ST, NEW KENSINGTON PA 15068-5815",,,Allegheny County,Plum,"Oct 20,2017","Nov 4,2017"
80750,SO30247,Special Occasion Permit,Expired,ST JOSEPH PARISH,,,,,,Chester County,Downingtown,"Jun 9,2016","Jun 25,2016"
82463,SO31259,Special Occasion Permit,Expired,S W SMITH MEMORIAL PUBLIC LIBRARY,,,,,,Mckean County,Port Allegany,"Aug 29,2016","Nov 12,2016"
90520,SO36302,Special Occasion Permit,Expired,MEADVILLE PUBLIC LIBRARY,MEADVILLE PUBLIC LIBRARY,"848 N MAIN ST, MEADVILLE PA 16335-2673","848 N MAIN ST, MEADVILLE PA 16335-2673",,,Crawford County,Meadville,"Nov 20,2017","Dec 7,2017"
90698,SO36420,Special Occasion Permit,Expired,THE CLEARWATER CONSERVANCY OF CENTRAL PENNSYLVANIA INC,,,,,,Centre County,State College,"Dec 19,2017","Feb 9,2018"
81967,SO30911,Special Occasion Permit,Expired,JUMP STREET INC,,,,,,Dauphin County,Harrisburg,"Aug 10,2016","Sep 10,2016"
90671,SO36414,Special Occasion Permit,Expired,ST. THOMAS MORE CHURCH,ST. THOMAS MORE CHURCH,"1040 FLEXER AVE, ALLENTOWN PA 18103-5520","1040 FLEXER AVE, ALLENTOWN PA 18103-5520",,,Lehigh County,Salisbury Twp,"Dec 19,2017","Jan 20,2018"
81920,SO30913,Special Occasion Permit,Expired,JOLIETT VOLUNTEER FIRE COMPANY,,,,,,Schuylkill County,Hegins Twp,"Aug 10,2016","Aug 27,2016"
90267,SO36119,Special Occasion Permit,Expired,FRIENDS OF THE HOLLYWOOD THEATER,FRIENDS OF THE HOLLYWOOD THEATER,"1449 POTOMAC AVE, DORMONT PA 15216-2616","1449 POTOMAC AVE, DORMONT PA 15216-2616",,,Allegheny County,Dormont,"Oct 24,2017","Nov 5,2017"
101674,SO44344,Special Occasion Permit,Expired,"HANOVER AERIE NO. 1406, FRATERNAL ORDER OF EAGLES","HANOVER AERIE NO. 1406, FRATERNAL ORDER OF EAGLES","105 PARK ST, HANOVER PA 17331-3452","105 PARK ST, HANOVER PA 17331-3452",,,York County,Penn Twp,"Jan 7,2020","Jan 31,2020"
101682,SO44345,Special Occasion Permit,Expired,SOUTH FORK AREA HERITAGE DAYS,SOUTH FORK AREA HERITAGE DAYS,"611 MAIN ST, SOUTH FORK PA 15956-1415","611 MAIN ST, SOUTH FORK PA 15956-1415",,,Cambria County,South Fork,"Jan 7,2020","Jan 25,2020"
101949,SO44527,Special Occasion Permit,Expired,EMMAUS MAIN STREET PROGRAM,EMMAUS MAIN STREET PROGRAM,"191 MAIN ST STE 101, EMMAUS PA 18078-4002","191 MAIN ST STE 101, EMMAUS PA 18078-4002",,,Lehigh County,Emmaus,"Jan 24,2020","Feb 1,2020"
101677,SO44348,Special Occasion Permit,Expired,FINLEYVILLE FOOD PANTRY,FINLEYVILLE FOOD PANTRY,"415 MAIN ST, NEW EAGLE PA 15067-1107","415 MAIN ST, NEW EAGLE PA 15067-1107",,,Washington County,FINLEYVILLE BOROUGH,"Jan 7,2020","Feb 22,2020"
90775,SO36433,Special Occasion Permit,Expired,MORRIS ARBORETUM OF THE UNIVERSITY OF PENNSYLVANIA,MORRIS ARBORETUM OF THE UNIVERSITY OF PENNSYLVANIA,"100 E NORTHWESTERN AVE, PHILADELPHIA PA 19118-2697","100 E NORTHWESTERN AVE, PHILADELPHIA PA 19118-2697",,,Philadelphia County,Philadelphia City,"Dec 21,2017","May 15,2018"
101733,SO44387,Special Occasion Permit,Expired,POTTSVILLE AREA  DEVELOPMENT CORPORATION,POTTSVILLE AREA DEVELOPMENT CORPORATION,"1 S SECOND ST, POTTSVILLE PA 17901","1 S SECOND ST, POTTSVILLE PA 17901",,,Schuylkill County,Pottsville,"Jan 10,2020","Feb 8,2020"
102088,SO44620,Special Occasion Permit,Expired,BOLIVAR VOLUNTEER FIRE CO,BOLIVAR VOLUNTEER FIRE CO,"516 MARKET ST, BOLIVAR PA 15501-","PO BOX 3, BOLIVAR PA 15501-0003",,,Westmoreland County,Bolivar Borough,"Feb 3,2020","Mar 7,2020"
102089,SO44623,Special Occasion Permit,Expired,OUR LADY OF MERCY CHURCH,OUR LADY OF MERCY CHURCH,"304 SLABTOWN RD, CATAWISSA PA 17820-9789","304 SLABTOWN RD, CATAWISSA PA 17820-9789",,,Columbia County,Locust Twp,"Feb 3,2020","Aug 1,2020"
102206,SO44699,Special Occasion Permit,Expired,MIFFLINBURG HERITAGE & REVITALIZATION ASSOCIATION,MIFFLINBURG HERITAGE & REVITALIZATION ASSOCIATION,"212 S 5TH ST, MIFFLINBURG PA 17844-1282","300 CHESTNUT ST, MIFFLINBURG PA 17844-1318",,,Union County,Mifflinburg,"Feb 7,2020","Dec 12,2020"
101856,SO44469,Special Occasion Permit,Expired,PITTSBURGH COMMUNITY KITCHEN,PITTSBURGH COMMUNITY KITCHEN,"150 OLIVER AVE, PITTSBURGH PA 15202-1426","150 OLIVER AVE, PITTSBURGH PA 15202-1426",,,Allegheny County,Pittsburgh,"Jan 17,2020","Jan 23,2020"
102002,SO44564,Special Occasion Permit,Expired,BOYSCOUTS OF AMERICA BUCKTAIL COUNCIL,BOYSCOUTS OF AMERICA BUCKTAIL COUNCIL,"209 1ST ST, DUBOIS PA 15801","209 1ST ST, DUBOIS PA 15801",,,Clearfield County,Huston Twp,"Jan 28,2020","May 2,2020"
101653,SO44335,Special Occasion Permit,Expired,PEQUEA VALLEY SPORTSMAN ASSN LADIES AUXILIARY,PEQUEA VALLEY SPORTSMAN ASSN LADIES AUXILIARY,"195 RAWLINSVILLE RD, WILLOW STREET PA 17584-","PO BOX 405, WILLOW STREET PA 17584-0405",,,Lancaster County,Pequea Twp,"Jan 7,2020","Feb 1,2020"
101865,SO44478,Special Occasion Permit,Expired,PITTSBURGH COMMUNITY KITCHEN,PITTSBURGH COMMUNITY KITCHEN,"150 OLIVER AVE, PITTSBURGH PA 15202-1426","150 OLIVER AVE, PITTSBURGH PA 15202-1426",,,Allegheny County,Pittsburgh,"Jan 21,2020","Jan 23,2020"
90842,SO36464,Special Occasion Permit,Expired,FRIENDS OF HIGH SCHOOL PARK,,,,,,Montgomery County,Cheltenham Twp,"Jan 2,2018","Jan 27,2018"
101883,SO44491,Special Occasion Permit,Expired,WEST CHESTER PUBLIC LIBRARY,WEST CHESTER PUBLIC LIBRARY,"415 N CHURCH ST, WEST CHESTER PA 19380-2401","415 N CHURCH ST, WEST CHESTER PA 19380-2401",,,Chester County,West Chester,"Jan 21,2020","Feb 14,2020"
101889,SO44510,Special Occasion Permit,Expired,TUSCARORA FIRE COMPANY,TUSCARORA FIRE COMPANY,"PO BOX 19, TUSCARORA PA 17982-0019","PO BOX 19, TUSCARORA PA 17982-0019",,,Schuylkill County,Schuylkill Twp,"Jan 22,2020","Jul 25,2020"
101994,SO44593,Special Occasion Permit,Expired,HOLY INFANCY CHURCH,HOLY INFANCY CHURCH,"312 E 4TH ST, BETHLEHEM PA 18015-1706","312 E 4TH ST, BETHLEHEM PA 18015-1706",,,Northampton County,Bethlehem,"Jan 30,2020","Feb 1,2020"
109503,SO49092,Special Occasion Permit,Expired,AUBURN VOL. FIRE CO.,AUBURN VOL FIRE CO,"131 FRONT ST, AUBURN PA 17922-8930","131 FRONT ST PO BOX 137, AUBURN PA 17922",,,Schuylkill County,Auburn,"Dec 20,2021","Jan 22,2022"
110014,SO49337,Special Occasion Permit,Expired,ISABELLA VOLUNTEER FIRE DEPARTMENT,,,,,,Fayette County,Luzerne Twp,"Feb 3,2022","Feb 12,2022"
115303,SO52543,Special Occasion Permit,Expired,WAYNESBURG BASEBALL GRAND SLAM BOOSTERS,WAYNESBURG BASEBALL GRAND SLAM BOOSTERS,"302 COLONIAL DR, WAYNESBURG PA 15370-3410","302 COLONIAL DR, WAYNESBURG PA 15370-3410",,,Greene County,Franklin Twp,"Jan 9,2023","Jan 21,2023"
